�ð�,1�����ǳ��,10�����ǳ��
2021-08-10 22:52,246.3,280
2021-08-10 23:02,273.5,250
2021-08-10 23:12,287,260
2021-08-10 23:22,303.5,278
2021-08-10 23:32,251,292
2021-08-10 23:42,321.5,241
2021-08-10 23:52,315.5,310
2021-08-11 0:02,300.3,315
2021-08-11 0:12,298.6,288
2021-08-11 0:22,282.3,296
2021-08-11 0:32,299.8,276
2021-08-11 0:42,248.5,272
2021-08-11 0:52,252.9,261
2021-08-11 1:02,248.5,262
2021-08-11 1:12,266.4,246
2021-08-11 1:22,265.3,266
2021-08-11 1:32,274.9,264
2021-08-11 1:42,268.5,272
2021-08-11 1:52,257.3,268
2021-08-11 2:02,280,269
2021-08-11 2:12,242.8,271
2021-08-11 2:22,245,251
2021-08-11 2:32,258,272
2021-08-11 2:42,258.8,270
2021-08-11 2:52,263.1,254
2021-08-11 3:02,286.4,268
2021-08-11 3:12,255.9,273
2021-08-11 3:22,271.3,258
2021-08-11 3:32,255.2,255
2021-08-11 3:42,320.8,247
2021-08-11 3:52,290.8,319
2021-08-11 4:02,272.1,314
2021-08-11 4:12,297.9,261
2021-08-11 4:22,312,286
2021-08-11 4:32,320.7,304
2021-08-11 4:42,311.9,316
2021-08-11 4:52,311.3,313
2021-08-11 5:02,295.3,314
2021-08-11 5:12,284.5,303
2021-08-11 5:22,250.3,291
2021-08-11 5:32,257.5,258
2021-08-11 5:42,225.6,259
2021-08-11 5:52,164.4,252
2021-08-11 6:02,304.7,211
2021-08-11 6:12,240,275
2021-08-11 6:22,227.8,236
2021-08-11 6:32,247.5,241
2021-08-11 6:42,315.6,265
2021-08-11 6:52,320.8,288
2021-08-11 7:02,295.2,293
2021-08-11 7:12,301.2,290
2021-08-11 7:22,301.9,296
2021-08-11 7:32,296.4,293
2021-08-11 7:42,301.6,279
2021-08-11 7:52,348.8,280
2021-08-11 8:02,21.2,338
2021-08-11 8:12,59.9,357
2021-08-11 8:22,52.9,49
2021-08-11 8:32,57.9,60
2021-08-11 8:42,64.7,58
2021-08-11 8:52,32.4,55
2021-08-11 9:02,57.8,51
2021-08-11 9:12,50.9,41
2021-08-11 9:22,54.8,54
2021-08-11 9:32,44.9,62
2021-08-11 9:42,31.1,56
2021-08-11 9:52,59.1,55
2021-08-11 10:02,32.8,56
2021-08-11 10:12,66.8,55
2021-08-11 10:22,76.1,67
2021-08-11 10:32,71,74
2021-08-11 10:42,75,72
2021-08-11 10:52,77,72
2021-08-11 11:02,76,75
2021-08-11 11:12,76,75
2021-08-11 11:22,68,74
2021-08-11 11:32,67,69
2021-08-11 11:42,73,74
2021-08-11 11:52,77,73
2021-08-11 12:02,79,75
2021-08-11 12:12,72,77
2021-08-11 12:22,76,77
2021-08-11 12:32,78,74
2021-08-11 12:42,77,75
2021-08-11 12:52,79,76
2021-08-11 13:02,81,78
2021-08-11 13:12,47,78
2021-08-11 13:22,52,72
2021-08-11 13:32,87,71
2021-08-11 13:42,80,84
2021-08-11 13:52,47.1,81
2021-08-11 14:02,76.9,67
2021-08-11 14:12,49,74
2021-08-11 14:22,78,68
2021-08-11 14:32,62.9,76
2021-08-11 14:42,64,49
2021-08-11 14:52,83,48
2021-08-11 15:02,74,76
2021-08-11 15:12,81,71
2021-08-11 15:22,68,76
2021-08-11 15:32,74,67
2021-08-11 15:42,55,75
2021-08-11 15:52,65,71
2021-08-11 16:02,76,63
2021-08-11 16:12,62,72
2021-08-11 16:22,91,57
2021-08-11 16:32,80,70
2021-08-11 16:42,60,68
2021-08-11 16:52,58,59
2021-08-11 17:02,76,58
2021-08-11 17:12,52,60
2021-08-11 17:22,57,53
2021-08-11 17:32,76,71
2021-08-11 17:42,73,73
2021-08-11 17:52,71,69
2021-08-11 18:02,65,72
2021-08-11 18:12,74,71
2021-08-11 18:22,69,72
2021-08-11 18:32,71,69
2021-08-11 18:42,72,67
2021-08-11 18:52,59,65
2021-08-11 19:02,70,65
2021-08-11 19:12,42,64
2021-08-11 19:22,67,55
2021-08-11 19:32,77,64
2021-08-11 19:42,36,65
2021-08-11 19:52,55,57
2021-08-11 20:02,8,25
2021-08-11 20:12,335.9,355
2021-08-11 20:22,329,344
2021-08-11 20:32,298,332
2021-08-11 20:42,283,309
2021-08-11 20:52,311,294
2021-08-11 21:02,271,301
2021-08-11 21:12,303,269
2021-08-11 21:22,307,297
2021-08-11 21:32,309,303
2021-08-11 21:42,308,314
2021-08-11 21:52,281,309
2021-08-11 22:02,308.8,292
2021-08-11 22:12,280,291
2021-08-11 22:22,307,289
2021-08-11 22:32,305,302
2021-08-11 22:42,254,302
2021-08-11 22:52,331,284
2021-08-11 23:02,291,306
2021-08-11 23:12,289,296
2021-08-11 23:22,309,288
2021-08-11 23:32,294,302
2021-08-11 23:42,299,294
2021-08-11 23:52,297,301
2021-08-12 0:02,329,295
2021-08-12 0:12,279,319
2021-08-12 0:22,260,275
2021-08-12 0:32,257,266
2021-08-12 0:42,306,269
2021-08-12 0:52,295,292
2021-08-12 1:02,339.9,295
2021-08-12 1:12,290,323
2021-08-12 1:22,321,297
2021-08-12 1:32,297,315
2021-08-12 1:42,300,301
2021-08-12 1:52,286,296
2021-08-12 2:02,303,270
2021-08-12 2:12,308,298
2021-08-12 2:22,304,303
2021-08-12 2:32,300,295
2021-08-12 2:42,277,299
2021-08-12 2:52,297,287
2021-08-12 3:02,286,293
2021-08-12 3:12,310,290
2021-08-12 3:22,288,302
2021-08-12 3:32,309,300
2021-08-12 3:42,299,299
2021-08-12 3:52,299,301
2021-08-12 4:02,295,301
2021-08-12 4:12,286,291
2021-08-12 4:22,300,292
2021-08-12 4:32,296,300
2021-08-12 4:42,306,300
2021-08-12 4:52,283,298
2021-08-12 5:02,290,288
2021-08-12 5:12,294,293
2021-08-12 5:22,292,290
2021-08-12 5:32,337,305
2021-08-12 5:42,282,339
2021-08-12 5:52,283,295
2021-08-12 6:02,294,293
2021-08-12 6:12,286,293
2021-08-12 6:22,289,294
2021-08-12 6:32,307,293
2021-08-12 6:42,308,297
2021-08-12 6:52,282,311
2021-08-12 7:02,285,312
2021-08-12 7:12,269,288
2021-08-12 7:22,307,274
2021-08-12 7:32,245,274
2021-08-12 7:42,258,257
2021-08-12 7:52,261,250
2021-08-12 8:02,243,249
2021-08-12 8:12,349,248
2021-08-12 8:22,58,11
2021-08-12 8:32,46,60
2021-08-12 8:42,70,49
2021-08-12 8:52,51,64
2021-08-12 9:02,58,57
2021-08-12 9:12,55,58
2021-08-12 9:22,55,61
2021-08-12 9:32,68,59
2021-08-12 9:42,75,59
2021-08-12 9:52,75,72
2021-08-12 10:02,75,73
2021-08-12 10:12,71,75
2021-08-12 10:22,76,73
2021-08-12 10:32,74,73
2021-08-12 10:42,73,74
2021-08-12 10:52,74,71
2021-08-12 11:02,69,69
2021-08-12 11:12,70,73
2021-08-12 11:22,78,71
2021-08-12 11:32,70,73
2021-08-12 11:42,72,72
2021-08-12 11:52,73,72
2021-08-12 12:02,72,75
2021-08-12 12:12,73,74
2021-08-12 12:22,58,72
2021-08-12 12:32,79,70
2021-08-12 12:42,73,74
2021-08-12 12:52,76,69
2021-08-12 13:02,72,75
2021-08-12 13:12,75,74
2021-08-12 13:22,74,73
2021-08-12 13:32,65,75
2021-08-12 13:42,75,69
2021-08-12 13:52,72,70
2021-08-12 14:02,70,74
2021-08-12 14:12,76,73
2021-08-12 14:22,74,72
2021-08-12 14:32,73,70
2021-08-12 14:42,79,70
2021-08-12 14:52,77,74
2021-08-12 15:02,67,72
2021-08-12 15:12,72,69
2021-08-12 15:22,69,72
2021-08-12 15:32,70,74
2021-08-12 15:42,75,61
2021-08-12 15:52,70,71
2021-08-12 16:02,65,72
2021-08-12 16:12,79,71
2021-08-12 16:22,75,71
2021-08-12 16:32,71,74
2021-08-12 16:42,74,73
2021-08-12 16:52,70,73
2021-08-12 17:02,12,71
2021-08-12 17:12,94,40
2021-08-12 17:22,75,65
2021-08-12 17:32,96,72
2021-08-12 17:42,37,98
2021-08-12 17:52,53,52
2021-08-12 18:02,36,60
2021-08-12 18:12,48,56
2021-08-12 18:22,51,55
2021-08-12 18:32,352,52
2021-08-12 18:42,53,42
2021-08-12 18:52,60,41
2021-08-12 19:02,325,49
2021-08-12 19:12,283,1
2021-08-12 19:22,318,296
2021-08-12 19:32,302,337
2021-08-12 19:42,186,291
2021-08-12 19:52,304,232
2021-08-12 20:02,325,286
2021-08-12 20:12,303,327
2021-08-12 20:22,293,321
2021-08-12 20:32,252,307
2021-08-12 20:42,283,246
2021-08-12 20:52,294,278
2021-08-12 21:02,298,289
2021-08-12 21:12,267,276
2021-08-12 21:22,308,290
2021-08-12 21:32,302,312
2021-08-12 21:42,296,297
2021-08-12 21:52,288,275
2021-08-12 22:02,250,291
2021-08-12 22:12,268,246
2021-08-12 22:22,262,264
2021-08-12 22:32,283,264
2021-08-12 22:42,294,283
2021-08-12 22:52,301,296
2021-08-12 23:02,300,288
2021-08-12 23:12,299,278
2021-08-12 23:22,310,297
2021-08-12 23:32,296,304
2021-08-12 23:42,285,299
2021-08-12 23:52,262,290
2021-08-13 0:02,285,278
2021-08-13 0:12,297,285
2021-08-13 0:22,286,295
2021-08-13 0:32,294,293
2021-08-13 0:42,314,292
2021-08-13 0:52,278,300
2021-08-13 1:02,295,287
2021-08-13 1:12,308,298
2021-08-13 1:22,289,302
2021-08-13 1:32,291,289
2021-08-13 1:42,299,290
2021-08-13 1:52,298,291
2021-08-13 2:02,287,298
2021-08-13 2:12,279,283
2021-08-13 2:22,297,280
2021-08-13 2:32,301,286
2021-08-13 2:42,297,300
2021-08-13 2:52,284,287
2021-08-13 3:02,289,285
2021-08-13 3:12,272,289
2021-08-13 3:22,283,275
2021-08-13 3:32,295,276
2021-08-13 3:42,306,306
2021-08-13 3:52,297,304
2021-08-13 4:02,273,290
2021-08-13 4:12,273,290
2021-08-13 4:22,299,278
2021-08-13 4:32,301,294
2021-08-13 4:42,290,298
2021-08-13 4:52,307,296
2021-08-13 5:02,295,293
2021-08-13 5:12,323,287
2021-08-13 5:22,298,306
2021-08-13 5:32,312,303
2021-08-13 5:42,309,307
2021-08-13 5:52,299,310
2021-08-13 6:02,302,303
2021-08-13 6:12,297,298
2021-08-13 6:22,242,306
2021-08-13 6:32,275,261
2021-08-13 6:42,269,271
2021-08-13 6:52,297,284
2021-08-13 7:02,233,299
2021-08-13 7:12,282,271
2021-08-13 7:22,273,271
2021-08-13 7:32,238,282
2021-08-13 7:42,284,257
2021-08-13 7:52,239,281
2021-08-13 8:02,296,251
2021-08-13 8:12,74,282
2021-08-13 8:22,57,58
2021-08-13 8:32,44,55
2021-08-13 8:42,34,51
2021-08-13 8:52,58,34
2021-08-13 9:02,52,55
2021-08-13 9:12,42,48
2021-08-13 9:22,43,44
2021-08-13 9:32,57,58
2021-08-13 9:42,56,45
2021-08-13 9:52,58,52
2021-08-13 10:02,145,57
2021-08-13 10:12,152,132
2021-08-13 10:22,32,117
2021-08-13 10:32,50,71
2021-08-13 10:42,298,49
2021-08-13 10:52,68,15
2021-08-13 11:02,61,55
2021-08-13 11:12,54,55
2021-08-13 11:22,48,59
2021-08-13 11:32,60,56
2021-08-13 11:42,59,55
2021-08-13 11:52,56,55
2021-08-13 12:02,39,53
2021-08-13 12:12,64,50
2021-08-13 12:22,47,45
2021-08-13 12:32,53,57
2021-08-13 12:42,33,49
2021-08-13 12:52,44,36
2021-08-13 13:02,41,54
2021-08-13 13:12,58,55
2021-08-13 13:22,70,52
2021-08-13 13:32,59,50
2021-08-13 13:42,49,57
2021-08-13 13:52,65,57
2021-08-13 14:02,46,55
2021-08-13 14:12,36,54
2021-08-13 14:22,59,55
2021-08-13 14:32,26,59
2021-08-13 14:42,50,44
2021-08-13 14:52,72,49
2021-08-13 15:02,31,61
2021-08-13 15:12,38,50
2021-08-13 15:22,49,49
2021-08-13 15:32,44,48
2021-08-13 15:42,48,41
2021-08-13 15:52,73,59
2021-08-13 16:02,53,53
2021-08-13 16:12,47,49
2021-08-13 16:22,54,54
2021-08-13 16:32,56,52
2021-08-13 16:42,44,53
2021-08-13 16:52,48,47
2021-08-13 17:02,48,49
2021-08-13 17:12,47,50
2021-08-13 17:22,42,48
2021-08-13 17:32,48,51
2021-08-13 17:42,54,56
2021-08-13 17:52,45,54
2021-08-13 18:02,43,45
2021-08-13 18:12,55,45
2021-08-13 18:22,50,41
2021-08-13 18:32,17,50
2021-08-13 18:42,20,36
2021-08-13 18:52,27,32
2021-08-13 19:02,43,41
2021-08-13 19:12,23,31
2021-08-13 19:22,48,48
2021-08-13 19:32,52,25
2021-08-13 19:42,42,47
2021-08-13 19:52,48,46
2021-08-13 20:02,360,44
2021-08-13 20:12,60,29
2021-08-13 20:22,24,52
2021-08-13 20:32,61,43
2021-08-13 20:42,356,46
2021-08-13 20:52,47,39
2021-08-13 21:02,57,40
2021-08-13 21:12,46,52
2021-08-13 21:22,68,41
2021-08-13 21:32,74,28
2021-08-13 21:42,45,59
2021-08-13 21:52,22,38
2021-08-13 22:02,65,39
2021-08-13 22:12,320,26
2021-08-13 22:22,319,329
2021-08-13 22:32,297,320
2021-08-13 22:42,280,304
2021-08-13 22:52,298,269
2021-08-13 23:02,275,279
2021-08-13 23:12,279,272
2021-08-13 23:22,248,294
2021-08-13 23:32,223,290
2021-08-13 23:42,282,286
2021-08-13 23:52,312,286
2021-08-14 0:02,255,303
2021-08-14 0:12,239,273
2021-08-14 0:22,258,267
2021-08-14 0:32,264,265
2021-08-14 0:42,284,292
2021-08-14 0:52,281,310
2021-08-14 1:02,311,291
2021-08-14 1:12,300,293
2021-08-14 1:22,289,298
2021-08-14 1:32,289,279
2021-08-14 1:42,311,285
2021-08-14 1:52,252,303
2021-08-14 2:02,268,274
2021-08-14 2:12,232,259
2021-08-14 2:22,260,263
2021-08-14 2:32,270,253
2021-08-14 2:42,281,268
2021-08-14 2:52,220,279
2021-08-14 3:02,246,266
2021-08-14 3:12,273,264
2021-08-14 3:22,277,263
2021-08-14 3:32,245,255
2021-08-14 3:42,277,250
2021-08-14 3:52,289,263
2021-08-14 4:02,247,274
2021-08-14 4:12,281,257
2021-08-14 4:22,301,265
2021-08-14 4:32,291,285
2021-08-14 4:42,292,294
2021-08-14 4:52,289,294
2021-08-14 5:02,289,292
2021-08-14 5:12,270,294
2021-08-14 5:22,289,291
2021-08-14 5:32,287,297
2021-08-14 5:42,305,294
2021-08-14 5:52,285,300
2021-08-14 6:02,300,287
2021-08-14 6:12,268,291
2021-08-14 6:22,271,267
2021-08-14 6:32,305,271
2021-08-14 6:42,304,287
2021-08-14 6:52,304,303
2021-08-14 7:02,52,301
2021-08-14 7:12,42,63
2021-08-14 7:22,46,52
2021-08-14 7:32,44,41
2021-08-14 7:42,347,50
2021-08-14 7:52,50,31
2021-08-14 8:02,59,48
2021-08-14 8:12,50,54
2021-08-14 8:22,48,52
2021-08-14 8:32,58,56
2021-08-14 8:42,5,55
2021-08-14 8:52,57,32
2021-08-14 9:02,283,359
2021-08-14 9:12,241,275
2021-08-14 9:22,219,241
2021-08-14 9:32,274,251
2021-08-14 9:42,273,280
2021-08-14 9:52,300,276
2021-08-14 10:02,285,301
2021-08-14 10:12,289,279
2021-08-14 10:22,272,283
2021-08-14 10:32,290,260
2021-08-14 10:42,268,290
2021-08-14 10:52,35,278
2021-08-14 11:02,65,21
2021-08-14 11:12,292,49
2021-08-14 11:22,304,304
2021-08-14 11:32,55,336
2021-08-14 11:42,297,25
2021-08-14 11:52,329,315
2021-08-14 12:02,303,321
2021-08-14 12:12,37,312
2021-08-14 12:22,347,26
2021-08-14 12:32,249,340
2021-08-14 12:42,259,275
2021-08-14 12:52,39,267
2021-08-14 13:02,55,39
2021-08-14 13:12,68,51
2021-08-14 13:22,69,61
2021-08-14 13:32,72,71
2021-08-14 13:42,71,73
2021-08-14 13:52,69,71
2021-08-14 14:02,72,70
2021-08-14 14:12,31,69
2021-08-14 14:22,73,66
2021-08-14 14:32,70,71
2021-08-14 14:42,80,71
2021-08-14 14:52,71,78
2021-08-14 15:02,67,69
2021-08-14 15:12,70,63
2021-08-14 15:22,51,63
2021-08-14 15:32,67,66
2021-08-14 15:42,68,64
2021-08-14 15:52,69,60
2021-08-14 16:02,38,49
2021-08-14 16:12,72,55
2021-08-14 16:22,66,62
2021-08-14 16:32,73,68
2021-08-14 16:42,57,70
2021-08-14 16:52,69,52
2021-08-14 17:02,39,58
2021-08-14 17:12,50,54
2021-08-14 17:22,35,53
2021-08-14 17:32,62,60
2021-08-14 17:42,61,55
2021-08-14 17:52,45,66
2021-08-14 18:02,67,53
2021-08-14 18:12,68,67
2021-08-14 18:22,60,61
2021-08-14 18:32,69,61
2021-08-14 18:42,41,67
2021-08-14 18:52,77,64
2021-08-14 19:02,73,71
2021-08-14 19:12,64,65
2021-08-14 19:22,70,68
2021-08-14 19:32,62,69
2021-08-14 19:42,70,65
2021-08-14 19:52,69,64
2021-08-14 20:02,71,62
2021-08-14 20:12,67,65
2021-08-14 20:22,77,64
2021-08-14 20:32,71,64
2021-08-14 20:42,57,67
2021-08-14 20:52,58,58
2021-08-14 21:02,66,63
2021-08-14 21:12,45,63
2021-08-14 21:22,16,49
2021-08-14 21:32,42,45
2021-08-14 21:42,352,40
2021-08-14 21:52,346,22
2021-08-14 22:02,32,14
2021-08-14 22:12,63,30
2021-08-14 22:22,317,38
2021-08-14 22:32,57,354
2021-08-14 22:42,67,53
2021-08-14 22:52,68,64
2021-08-14 23:02,69,64
2021-08-14 23:12,63,61
2021-08-14 23:22,56,63
2021-08-14 23:32,349,56
2021-08-14 23:42,33,36
2021-08-14 23:52,29,49
2021-08-15 0:02,357,16
2021-08-15 0:12,35,24
2021-08-15 0:22,15,15
2021-08-15 0:32,61,31
2021-08-15 0:42,350,27
2021-08-15 0:52,342,9
2021-08-15 1:02,5,16
2021-08-15 1:12,42,354
2021-08-15 1:22,6,9
2021-08-15 1:32,22,17
2021-08-15 1:42,346,13
2021-08-15 1:52,338,359
2021-08-15 2:02,333,354
2021-08-15 2:12,336,344
2021-08-15 2:22,354,349
2021-08-15 2:32,354,351
2021-08-15 2:42,337,11
2021-08-15 2:52,23,8
2021-08-15 3:02,10,351
2021-08-15 3:12,360,357
2021-08-15 3:22,348,3
2021-08-15 3:32,340,353
2021-08-15 3:42,11,358
2021-08-15 3:52,33,13
2021-08-15 4:02,36,14
2021-08-15 4:12,34,24
2021-08-15 4:22,13,22
2021-08-15 4:32,355,23
2021-08-15 4:42,6,4
2021-08-15 4:52,11,3
2021-08-15 5:02,17,8
2021-08-15 5:12,28,4
2021-08-15 5:22,36,14
2021-08-15 5:32,38,27
2021-08-15 5:42,9,2
2021-08-15 5:52,335,21
2021-08-15 6:02,40,17
2021-08-15 6:12,5,15
2021-08-15 6:22,354,18
2021-08-15 6:32,357,16
2021-08-15 6:42,53,9
2021-08-15 6:52,31,23
2021-08-15 7:02,322,19
2021-08-15 7:12,25,12
2021-08-15 7:22,27,17
2021-08-15 7:32,327,26
2021-08-15 7:42,46,16
2021-08-15 7:52,45,42
2021-08-15 8:02,57,27
2021-08-15 8:12,2,37
2021-08-15 8:22,10,6
2021-08-15 8:32,333,353
2021-08-15 8:42,340,347
2021-08-15 8:52,354,337
2021-08-15 9:02,39,3
2021-08-15 9:12,61,1
2021-08-15 9:22,66,43
2021-08-15 9:32,51,66
2021-08-15 9:42,57,66
2021-08-15 9:52,66,61
2021-08-15 10:02,24,65
2021-08-15 10:12,66,37
2021-08-15 10:22,56,45
2021-08-15 10:32,26,58
2021-08-15 10:42,343,25
2021-08-15 10:52,334,359
2021-08-15 11:02,60,348
2021-08-15 11:12,61,31
2021-08-15 11:22,349,58
2021-08-15 11:32,43,13
2021-08-15 11:42,57,22
2021-08-15 11:52,29,40
2021-08-15 12:02,354,46
2021-08-15 12:12,49,34
2021-08-15 12:22,21,19
2021-08-15 12:32,27,36
2021-08-15 12:42,9,43
2021-08-15 12:52,55,18
2021-08-15 13:02,21,49
2021-08-15 13:12,58,34
2021-08-15 13:22,40,46
2021-08-15 13:32,61,29
2021-08-15 13:42,56,38
2021-08-15 13:52,60,55
2021-08-15 14:02,25,54
2021-08-15 14:12,41,45
2021-08-15 14:22,30,42
2021-08-15 14:32,360,33
2021-08-15 14:42,57,26
2021-08-15 14:52,31,44
2021-08-15 15:02,65,43
2021-08-15 15:12,78,55
2021-08-15 15:22,46,71
2021-08-15 15:32,62,52
2021-08-15 15:42,57,60
2021-08-15 15:52,56,49
2021-08-15 16:02,50,50
2021-08-15 16:12,62,45
2021-08-15 16:22,54,54
2021-08-15 16:32,51,53
2021-08-15 16:42,49,53
2021-08-15 16:52,51,46
2021-08-15 17:02,357,38
2021-08-15 17:12,303,2
2021-08-15 17:22,339,307
2021-08-15 17:32,314,333
2021-08-15 17:42,304,336
2021-08-15 17:52,332,335
2021-08-15 18:02,281,342
2021-08-15 18:12,298,302
2021-08-15 18:22,275,293
2021-08-15 18:32,292,291
2021-08-15 18:42,298,293
2021-08-15 18:52,287,290
2021-08-15 19:02,297,291
2021-08-15 19:12,295,292
2021-08-15 19:22,286,293
2021-08-15 19:32,303,298
2021-08-15 19:42,252,286
2021-08-15 19:52,259,273
2021-08-15 20:02,279,264
2021-08-15 20:12,261,264
2021-08-15 20:22,278,258
2021-08-15 20:32,276,293
2021-08-15 20:42,306,296
2021-08-15 20:52,294,293
2021-08-15 21:02,6,317
2021-08-15 21:12,62,14
2021-08-15 21:22,295,47
2021-08-15 21:32,305,306
2021-08-15 21:42,282,283
2021-08-15 21:52,262,278
2021-08-15 22:02,253,253
2021-08-15 22:12,262,252
2021-08-15 22:22,300,278
2021-08-15 22:32,314,302
2021-08-15 22:42,304,313
2021-08-15 22:52,246,311
2021-08-15 23:02,253,261
2021-08-15 23:12,288,250
2021-08-15 23:22,302,285
2021-08-15 23:32,250,294
2021-08-15 23:42,266,284
2021-08-15 23:52,248,258
2021-08-16 0:02,293,256
2021-08-16 0:12,290,282
2021-08-16 0:22,265,289
2021-08-16 0:32,277,272
2021-08-16 0:42,252,276
2021-08-16 0:52,250,250
2021-08-16 1:02,296,257
2021-08-16 1:12,299,288
2021-08-16 1:22,294,288
2021-08-16 1:32,270,293
2021-08-16 1:42,289,285
2021-08-16 1:52,258,292
2021-08-16 2:02,277,280
2021-08-16 2:12,264,273
2021-08-16 2:22,280,259
2021-08-16 2:32,302,283
2021-08-16 2:42,270,282
2021-08-16 2:52,255,271
2021-08-16 3:02,260,256
2021-08-16 3:12,300,268
2021-08-16 3:22,300,289
2021-08-16 3:32,298,299
2021-08-16 3:42,286,298
2021-08-16 3:52,295,274
2021-08-16 4:02,298,294
2021-08-16 4:12,308,302
2021-08-16 4:22,306,310
2021-08-16 4:32,302,301
2021-08-16 4:42,254,298
2021-08-16 4:52,278,264
2021-08-16 5:02,281,279
2021-08-16 5:12,290,281
2021-08-16 5:22,295,281
2021-08-16 5:32,259,288
2021-08-16 5:42,299,265
2021-08-16 5:52,295,296
2021-08-16 6:02,302,296
2021-08-16 6:12,302,299
2021-08-16 6:22,311,305
2021-08-16 6:32,307,305
2021-08-16 6:42,308,308
2021-08-16 6:52,310,302
2021-08-16 7:02,308,311
2021-08-16 7:12,306,309
2021-08-16 7:22,296,297
2021-08-16 7:32,282,289
2021-08-16 7:42,282,287
2021-08-16 7:52,280,279
2021-08-16 8:02,284,280
2021-08-16 8:12,295,288
2021-08-16 8:22,310,298
2021-08-16 8:32,310,299
2021-08-16 8:42,276,305
2021-08-16 8:52,189,266
2021-08-16 9:02,234,286
2021-08-16 9:12,74,245
2021-08-16 9:22,64,64
2021-08-16 9:32,71,58
2021-08-16 9:42,75,70
2021-08-16 9:52,78,75
2021-08-16 10:02,70,73
2021-08-16 10:12,75,75
2021-08-16 10:22,77,75
2021-08-16 10:32,70,75
2021-08-16 10:42,70,76
2021-08-16 10:52,77,70
2021-08-16 11:02,74,70
2021-08-16 11:12,71,73
2021-08-16 11:22,83,75
2021-08-16 11:32,71,76
2021-08-16 11:42,74,75
2021-08-16 11:52,79,72
2021-08-16 12:02,76,77
2021-08-16 12:12,77,75
2021-08-16 12:22,73,74
2021-08-16 12:32,76,69
2021-08-16 12:42,72,75
2021-08-16 12:52,77,74
2021-08-16 13:02,73,73
2021-08-16 13:12,49,71
2021-08-16 13:22,72,68
2021-08-16 13:32,72,76
2021-08-16 13:42,76,75
2021-08-16 13:52,76,75
2021-08-16 14:02,77,76
2021-08-16 14:12,76,76
2021-08-16 14:22,76,75
2021-08-16 14:32,62,67
2021-08-16 14:42,75,62
2021-08-16 14:52,74,75
2021-08-16 15:02,78,75
2021-08-16 15:12,72,77
2021-08-16 15:22,76,75
2021-08-16 15:32,71,76
2021-08-16 15:42,78,73
2021-08-16 15:52,64.5,75
2021-08-16 16:02,72.5,73
2021-08-16 16:12,74,65
2021-08-16 16:22,45.3,66
2021-08-16 16:32,32,55
2021-08-16 16:42,72,42
2021-08-16 16:52,77,67
2021-08-16 17:02,77,75
2021-08-16 17:12,77,76
2021-08-16 17:22,72,72
2021-08-16 17:32,74,68
2021-08-16 17:42,72.3,73
2021-08-16 17:52,77.5,73
2021-08-16 18:02,75.3,69
2021-08-16 18:12,55.5,62
2021-08-16 18:22,58.5,35
2021-08-16 18:32,59,50
2021-08-16 18:42,56,51
2021-08-16 18:52,34,49
2021-08-16 19:02,348,43
2021-08-16 19:12,2,341
2021-08-16 19:22,296,345
2021-08-16 19:32,297,326
2021-08-16 19:42,255.5,282
2021-08-16 19:52,298.3,265
2021-08-16 20:02,285.5,291
2021-08-16 20:12,245.5,280
2021-08-16 20:22,288,255
2021-08-16 20:32,300,294
2021-08-16 20:42,280,302
2021-08-16 20:52,303,288
2021-08-16 21:02,285,304
2021-08-16 21:12,284.3,294
2021-08-16 21:22,246.3,300
2021-08-16 21:32,281.5,263
2021-08-16 21:42,273,280
2021-08-16 21:52,289,270
2021-08-16 22:02,280,288
2021-08-16 22:12,287,293
2021-08-16 22:22,303.9,289
2021-08-16 22:32,271,300
2021-08-16 22:42,277,291
2021-08-16 22:52,266,288
2021-08-16 23:02,250.5,273
2021-08-16 23:12,287,259
2021-08-16 23:22,306,282
2021-08-16 23:32,268.5,292
2021-08-16 23:42,295,264
2021-08-16 23:52,280,275
2021-08-17 0:02,262,280
2021-08-17 0:12,282,270
2021-08-17 0:22,331.5,284
2021-08-17 0:32,309,306
2021-08-17 0:42,299,306
2021-08-17 0:52,300,295
2021-08-17 1:02,282,301
2021-08-17 1:12,306,280
2021-08-17 1:22,269,286
2021-08-17 1:32,254,265
2021-08-17 1:42,302,256
2021-08-17 1:52,268,312
2021-08-17 2:02,262,282
2021-08-17 2:12,245.5,281
2021-08-17 2:22,231,248
2021-08-17 2:32,283,230
2021-08-17 2:42,305,290
2021-08-17 2:52,314,307
2021-08-17 3:02,43,338
2021-08-17 3:12,7,46
2021-08-17 3:22,21,24
2021-08-17 3:32,322.9,12
2021-08-17 3:42,326,334
2021-08-17 3:52,281.5,326
2021-08-17 4:02,275.3,262
2021-08-17 4:12,242.5,259
2021-08-17 4:22,245.5,319
2021-08-17 4:32,301.3,7
2021-08-17 4:42,260,307
2021-08-17 4:52,254.3,251
2021-08-17 5:02,4.9,255
2021-08-17 5:12,275.9,301
2021-08-17 5:22,284.6,296
2021-08-17 5:32,261.3,278
2021-08-17 5:42,74.5,253
2021-08-17 5:52,134,248
2021-08-17 6:02,241.9,245
2021-08-17 6:12,254.1,253
2021-08-17 6:22,262.9,256
2021-08-17 6:32,251.8,265
2021-08-17 6:42,294.7,304
2021-08-17 6:52,299,289
2021-08-17 7:02,307.5,292
2021-08-17 7:12,291.4,292
2021-08-17 7:22,245.9,296
2021-08-17 7:32,247.8,248
